CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,COMPLAINT,ADDRESS,COUNCILDISTRICT,LOCATION,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes
2020 068737-CC,COVID-19,Residential,Social Distancing,,,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19Residential/ApartmentSolaris Apartments,1601 ROYAL CREST DRIVE,3,POINT (-97.72979918 30.23883442),3,8,3,64,309,55
2020 056396-CC,COVID-19,Residential,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19Party Every Night W/10+,1109 W 40TH STREET,10,POINT (-97.74339887 30.30852861),10,12,5,74,217,7
2020 050462-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVEROCCUPANCY,10315 METROPOLITAN DRIVE,4,POINT (-97.7166808 30.38358523),4,22,9,45,217,18
2020 101912-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Store  COVID-19 .Face Covering Non-Compliance - Business,2101 S LAMAR BOULEVARD,5,POINT (-97.77032958 30.24749378),5,9,1,22,441,75
2020 101906-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller reporting gas station allowing customer in the store and at gas pumps without facial covering; submitted Austin Code-Corona SR; refused email/link information.  COVID-19 .Face Covering Non-Compliance - Business,6900 BRODIE LANE,8,POINT (-97.82978571 30.21577257),8,38,2,,126,53
2020 050941-CC,COVID-19,Other,Social Distancing,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,4477 S LAMAR BOULEVARD NB UNIT  790,5,POINT (-97.79730599 30.23102471),5,5,1,92,373,23
2020 055454-CC,COVID-19,Other,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,COVID-19/Education Provided,PetSmart-Over Occupancy/Not Practicing Social Distancing,1628 OHLEN ROAD,4,POINT (-97.71611211 30.36449061),4,22,9,16,63,18
2020 052406-CC,COVID-19,Parks,Social Distancing,,,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Covid 20-00120993,2635 BARTON HILLS DRIVE,5,POINT (-97.7944864 30.24936562),5,9,1,93,126,75
2020 050499-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,2438 W ANDERSON LANE,7,POINT (-97.73131718 30.35709858),7,3,7,95,217,16
2020 054310-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,12609 DESSAU ROAD UNIT  241,,POINT (-97.64403563 30.39449485),,50,,,540,77
2020 101637-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"caller states all the employees at the restaurant had their mask pulled down under their chin , caller only wants to leave name  COVID-19 .Face Covering Non-Compliance - Business",1609 E PARMER LN,,POINT (-88.448709 24.923983),,,,,,
2020 051937-CC,COVID-19,Other,Over Occupancy,,,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Midas Auto Service Experts,4001 GUADALUPE STREET,9,POINT (-97.73602068 30.30545021),9,6,10,21,217,65
2020 065052-CC,COVID-19,Residential,Social Distancing,,,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,COVID-19/Verbal Warning Issued,SOCIAL DISTANCING,915 DUNCAN LANE,9,POINT (-97.724522 30.29174547),9,43,10,50,193,50
2020 062533-CC,COVID-19,Residential,Social Distancing,,,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19SF RESIDENCE - ZUMBA CLASS IN SESSION,1110 N MEADOWS DRIVE,4,POINT (-97.69673569 30.37757433),4,22,9,16,217,18
2020 101989-CC,COVID-19,Restaurant,Social Distancing,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller reporting restaurant serving customers in the cafeteria line and not social distincing in the restaurant; submitted Austin Code-Corona SR; refused email/link information.  COVID-19 .Social Distancing,1410 E ANDERSON LN SVRD WB,,POINT (-88.448709 24.923983),,,,,,
2020 051981-CC,COVID-19,Residential,Social Distancing,,,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19Residential gathering over occupancy,,,POINT (-88.448709 24.923983),,,,,,
2020 050557-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,8716 RESEARCH BLVD SVRD SB,7,POINT (-97.71929446 30.36387989),7,3,7,9,217,16
2020 062376-CC,COVID-19,Residential,Other,,,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Residential Yard Sale-Non Essential Residential Business,5710 CAMERON ROAD,4,POINT (-97.70192772 30.31566305),4,19,9,84,309,33
2020 060329-CC,COVID-19,Parks,Social Distancing,,,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,COVID-19/Education Provided,COVID19SOCIAL DISTANCING,5200 BOLM ROAD,3,POINT (-97.69119962 30.25959314),3,4,3,31,309,62
2020 056395-CC,COVID-19,Parks,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,COVID-19Greenbelt,,,POINT (-88.448709 24.923983),,,,,,
2020 064767-CC,COVID-19,Residential,Social Distancing,,,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCYSOCIAL EVENT AT THE POOL AREA,510 W 8TH STREET,9,POINT (-97.74736816 30.27162771),9,52,10,60,217,24
2020 056418-CC,COVID-19,Residential,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,COVID-19/Education Provided,COVID 19 Not Social Distancing,5329 KING HENRY DRIVE,1,POINT (-97.66156878 30.29039905),1,46,8,15,309,8
2020 065023-CC,COVID-19,Residential,Social Distancing,,,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,COVID-19/Education Provided,SOCIAL DISTANCING,3101 E 14TH HALF STREET,1,POINT (-97.70261517 30.27873231),1,7,8,69,309,1
2020 051517-CC,COVID-19,Other,Over Occupancy,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,700 RIO GRANDE STREET,9,POINT (-97.74939807 30.27119835),9,52,10,60,217,24
2020 101365-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Pick up window, pulled up to window half staff no face mask.  One girl said she left it home.  This was about the 3rd time I have visited restaurant and masks missing  COVID-19 .Face Covering Non-Compliance - Business",10203 LAKE CREEK PARKWAY,6,POINT (-97.79240374 30.46168275),6,30,6,,540,46
2020 047972-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SHOAL CREEK NURSERY COVID  19 OVERCROWDING,2710 HANCOCK DRIVE,7,POINT (-97.74809535 30.32747219),7,17,7,53,217,66
2020 056502-CC,COVID-19,Residential,Social Distancing,,,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID- 19 COMPLAINT -  HOUSE PARTY,5609 STEVEN CREEK WAY,3,POINT (-97.68665569 30.2584217),3,4,3,31,309,62
2020 101349-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/08/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .Face Covering Non-Compliance - Business,10203 LAKE CREEK PARKWAY,6,POINT (-97.79240374 30.46168275),6,30,6,,540,46
2020 101446-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller states that this is a food trailer in the parking lot right next to Precision Tune.  Caller states that the workers that are serving the food inside the food trailer are not wearing mask or gloves.  COVID-19 .Face Covering Non-Compliance - Business,1415 W WILLIAM CANNON DRIVE,5,POINT (-97.80004975 30.20028948),5,5,1,,329,23
2020 101366-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .Face Covering Non-Compliance - Business,1747 E OLTORF STREET,3,POINT (-97.73739719 30.23206604),3,8,3,76,309,55
2020 056233-CC,COVID-19,Other,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,COVID-19/Education Provided,Balcones Country Club-Over Occupancy,8600 BALCONES CLUB DRIVE,6,POINT (-97.78184761 30.4371927),6,39,6,,540,28
2020 102075-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,People arent wearing their face masks on the exercise floor  COVID-19 .Face Covering Non-Compliance - Business,7101 S MOPAC EXPRESSWAY NB,8,POINT (-97.83994963 30.21641699),8,38,2,,62,53
2020 101538-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Caller reporting the server had a face mask, but was below the servers nose.  COVID-19 .Face Covering Non-Compliance - Business",1815 AIRPORT BOULEVARD,1,POINT (-97.70296486 30.2818106),1,7,8,67,309,62
2020 064880-CC,COVID-19,Residential,Social Distancing,,,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID1920+PEOPLE PLAYING SOCCER,1516 BURTON DRIVE,3,POINT (-97.72854739 30.23886106),3,8,3,64,309,55
2020 101980-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller reporting gas station allowing customers in the store without facial coverings; submitted Austin Code-Corona SR; refused email/link information.  COVID-19 .Face Covering Non-Compliance - Business,1706 E WILLIAM CANNON DRIVE,2,POINT (-97.76710009 30.18952597),2,25,4,,484,20
2020 068469-CC,COVID-19,Other,Over Occupancy,,,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,COVID-19/Education Provided,COVID19SOCIAL DISTANCING / OVER OCCUPANCY,10601 N LAMAR BOULEVARD,4,POINT (-97.68996285 30.37454704),4,47,9,51,217,78
2020 051838-CC,COVID-19,Residential,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,11702 STAR VIEW TRAIL,6,POINT (-97.81763776 30.45363463),6,39,6,,540,28
2020 055842-CC,COVID-19,Schools,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SR#: 20-00134151,5506 TALLOW TREE DRIVE,2,POINT (-97.75453194 30.19628999),2,25,4,39,484,20
2020 050819-CC,COVID-19,Other,Over Occupancy,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,7809 JESTER BOULEVARD,10,POINT (-97.79890639 30.38775161),10,39,5,,540,28
2020 057001-CC,COVID-19,Parks,Social Distancing,,,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,5200 BOLM ROAD,3,POINT (-97.69119962 30.25959314),3,4,3,31,309,62
2020 056275-CC,COVID-19,Parks,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,Ramsey Neighborhood Park / go play tennis at these courts,4301 ROSEDALE AVENUE,10,POINT (-97.74388439 30.31328597),10,12,5,74,217,7
2020 051254-CC,COVID-19,Residential,Social Distancing,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 OVER OCCUPANCY,734 GUNTER STREET,3,POINT (-97.70242442 30.25841594),3,7,3,29,309,1
2020 057235-CC,COVID-19,Other,Social Distancing,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,COVID-19/Education Provided,Jim Teague meeting without social distancingCOVID19,4108 TODD LANE,2,POINT (-97.73869913 30.21098639),2,25,4,61,484,20
2020 050959-CC,COVID-19,Other,Non-essential Business,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,6505 BURLESON ROAD,2,POINT (-97.71422951 30.2039507),2,25,4,61,484,20
2020 101804-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Employee at whole foods is not wearing mask correctly and he is eating and preparing food at the same time. Management did nothing about it.John Michael is the employee. He wears the mask below his nose and he eats while preparing food  COVID-19 .Face Covering Non-Compliance - Business,9607 RESEARCH BLVD SVRD NB,,POINT (-88.448709 24.923983),,,,,,
2020 102102-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,two employees were making pizzas and not wearing face coverings  COVID-19 .Face Covering Non-Compliance - Business,801 E WILLIAM CANNON DRIVE,2,POINT (-97.77229564 30.19061072),2,5,4,,372,23
2020 102080-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,**See attachment****Mobile App**Citizens concern: Lowes violating mask order: Staff within 6 feet of customers not wearing masks.  COVID-19 .Face Covering Non-Compliance - Business,8000 SHOAL CREEK,7,POINT (-97.74246856 30.36198206),7,3,7,95,217,16
2020 051238-CC,COVID-19,Other,Over Occupancy,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,COVID-19/Education Provided,COVID19 OVER OCCUPANCY,701 RIO GRANDE STREET,9,POINT (-97.74871365 30.27108004),9,52,10,60,217,24
2020 056719-CC,COVID-19,Other,Social Distancing,,,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 COMPLAINT - AUSTIN COUNTRY CLUBCheck the golf courses - non essential and operating,4408 LONG CHAMP DRIVE,10,POINT (-97.79725944 30.34288498),10,10,5,,217,29
2020 102092-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,email submission via sr# 20-00278820Onion Creek Spirit Wine and Liquor is not enforcing the Travis County order that workers wear masks to protect themselves and customers  COVID-19 .Face Covering Non-Compliance - Business,11215 S IH 35 SVRD NB,,POINT (-88.448709 24.923983),,,,,,
2020 059169-CC,COVID-19,Residential,Social Distancing,,,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19SR #: 20-00144790 ,801 S 1ST STREET,9,POINT (-97.7517818 30.25512424),9,9,10,42,217,75
2020 056407-CC,COVID-19,Parks,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,Closed/Duplicate Case,COVID-19Givens Neighborhood District Park,3811 E 12TH STREET,1,POINT (-97.69033868 30.27676938),1,4,8,81,309,62
2020 051853-CC,COVID-19,Other,Over Occupancy,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19,2510 ONION CREEK PARKWAY BLDG  B,5,POINT (-97.7889771 30.13632826),5,36,1,,484,4
2020 057002-CC,COVID-19,Residential,Social Distancing,,,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,7426 PUSCH RIDGE LOOP,8,POINT (-97.84388363 30.21376193),8,38,2,,62,53
2020 051542-CC,COVID-19,Other,Over Occupancy,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,7517 CAMERON ROAD,1,POINT (-97.68926199 30.32907431),1,40,8,13,63,3
2020 055710-CC,COVID-19,Residential,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 over Occupancy,8712 LEISURE DRIVE,1,POINT (-97.67470588 30.34219244),1,50,8,,217,77
2020 050907-CC,COVID-19,Residential,Social Distancing,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,10310 BILBROOK PLACE,5,POINT (-97.81735223 30.16288587),5,37,1,,163,22
2020 060037-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,Referred to Appropriate Agency,social distancing/ over occupancy stop work order being ignored,2615 PEMBROOK TRAIL,7,POINT (-97.74780134 30.32111484),7,17,7,53,217,66
2020 102894-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Caller states the 2  employees inside the Murphy USA gas station werent wearing face coverings.  Caller states 2 customers werent wearing masks either. Caller states that the door inside the business has posted signage indicating masks are required. Caller states the clear plexiglass barrier was done as well.  COVID-19 .Face Covering Non-Compliance - Business,9926 LAKE CREEK PARKWAY,6,POINT (-97.78974001 30.46880043),6,49,6,,540,46
2020 050910-CC,COVID-19,Residential,Social Distancing,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,2402 EUCLID AVENUE BLDG  1,3,POINT (-97.75620896 30.23992404),3,9,3,47,217,75
2020 051832-CC,COVID-19,Residential,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,1035 E ST JOHNS AVENUE BLDG  A,4,POINT (-97.69656263 30.32902939),4,40,9,43,63,3
2020 050627-CC,COVID-19,Parks,Social Distancing,,,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,4301 ROSEDALE AVENUE,10,POINT (-97.74388439 30.31328597),10,12,5,74,217,7
2020 056456-CC,COVID-19,Residential,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19Over Occupancy at RESIDENCE,1802 OVERHILL DRIVE,1,POINT (-97.68470915 30.28497119),1,4,8,67,309,62
2020 072533-CC,COVID-19,Residential,Eviction,,,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,,7602 MIFFLIN KENEDY TERRACE,8,POINT (-97.8703055 30.22391521),8,38,2,73,531,53
2020 051397-CC,COVID-19,Residential,Social Distancing,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPACY,6407 SPRINGDALE ROAD,1,POINT (-97.66943527 30.30642784),1,19,8,48,309,33
2020 081664-CC,COVID-19,Residential,Eviction,,,05/29/2020 12:00:00 AM,,,311 COVID Referral,7607 BLESSING AVENUE,4,POINT (-97.69150806 30.33351296),4,40,9,43,63,3
2020 051546-CC,COVID-19,Residential,Social Distancing,,,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,7880 W US 290 HIGHWAY,8,POINT (-97.88691533 30.23125605),8,33,2,73,295,27
2020 056426-CC,COVID-19,Schools,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19Martin Middle SchoolLarge Gathering,1601 HASKELL STREET,3,POINT (-97.73012382 30.25284849),3,7,3,35,309,1
2020 099282-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,caller says they got into the car with a mask and/or face wear and caller is so upset because they need to wear a mask and his car may be effected caller is concerned for his life and he doesnt want us to send anyone out he doesnt want to send anyone to the location  COVID-19 .Face Covering Non-Compliance - Business,4360 S CONGRESS AVENUE,3,POINT (-97.76754208 30.21784162),3,5,3,18,373,23
